#items #users

(825, 1)
(827, 1)
(828, 1)
(835, 1)
(841, 1)
(843, 1)
(847, 1)
(851, 1)
(852, 1)
(854, 1)
(857, 1)
(858, 1)
(861, 1)
(864, 1)
(866, 1)
(867, 1)
(869, 1)
(873, 1)
(874, 1)
(882, 1)
(884, 1)
(887, 1)
(893, 1)
(899, 1)
(902, 1)
(908, 1)
(913, 1)
(914, 1)
(919, 1)
(922, 1)
(927, 1)
(933, 1)
(940, 1)
(946, 1)
(954, 1)
(956, 1)
(961, 1)
(963, 1)
(966, 1)
(970, 1)
(981, 1)
(989, 1)
(998, 1)
(999, 1)
(1003, 1)
(1005, 1)
(1008, 1)
(1013, 1)
(1015, 1)
(1017, 1)
(1018, 1)
(1023, 1)
(1037, 1)
(1046, 1)
(1049, 1)
(1077, 1)
(1114, 1)
(1143, 1)
(1151, 1)
(1157, 1)
(1168, 1)
(1175, 1)
(1210, 1)
(1219, 1)
(1221, 1)
(1225, 1)
(1239, 1)
(1242, 1)
(1257, 1)
(1259, 1)
(1270, 1)
(1276, 1)
(1285, 1)
(1301, 1)
(1322, 1)
(1343, 1)
(1517, 1)
(1520, 1)
(1594, 1)
(1742, 1)
(1849, 1)
(2313, 1)
